Loyalty#,Province or State,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,IsActive,Tenure,TotalFlights,TotalFlightsWithCompanions,TotalPointsAccumulated,TotalPointsRedeemed,RedeemRatio,Flights_January,Flights_February,Flights_March,Flights_April,Flights_May,Flights_June,Flights_July,Flights_August,Flights_September,Flights_October,Flights_November,Flights_December,Flights_2019,Flights_2020,Flights_2021
948785,Ontario,female,Bachelor,Suburban,48428.0,Married,Nova,2018-11-27,,8514.39,Standard,True,3.1,165,34,33705.34,14780.5,0.4385210177378422,11,20,5,29,9,0,10,15,33,6,10,17,50,60,55
548565,Quebec,male,Bachelor,Suburban,45428.0,Divorced,Aurora,2018-11-26,,8349.52,2021 Promotion,True,3.1,148,7,32158.43,12697.7,0.3948482559627445,18,22,10,1,15,0,49,3,3,3,5,19,33,41,74
826589,Ontario,male,Bachelor,Rural,28727.0,Married,Aurora,2018-11-26,,13270.94,Standard,True,3.1,153,68,27545.69,27545.69,1.0,1,16,0,0,1,39,38,15,4,19,6,14,52,62,39
364908,Alberta,male,Bachelor,Suburban,28859.0,Divorced,Nova,2018-11-26,,5011.75,Standard,True,3.1,232,52,50438.52,3178.0,0.06300739989991777,27,16,5,29,16,32,10,22,10,24,20,21,74,88,70
199809,Ontario,female,College,Urban,22354.2,Single,Star,2018-11-26,,2243.47,Standard,True,3.1,152,34,35800.69,8703.4,0.2431070462608402,29,7,3,0,29,25,0,7,18,4,19,11,50,59,43
208485,Newfoundland,male,Bachelor,Urban,46900.0,Married,Star,2018-11-26,,2580.85,Standard,True,3.1,220,58,40465.92,0.0,0.0,0,1,5,22,27,30,0,34,24,33,18,26,93,110,17
441423,Saskatchewan,male,Bachelor,Suburban,37697.0,Married,Star,2018-11-26,,4413.29,Standard,True,3.1,157,66,24636.03,20856.3,0.8465771473731766,14,0,10,22,25,23,19,30,0,4,7,3,46,53,58
331698,British Columbia,female,Doctor,Suburban,22886.0,Divorced,Aurora,2018-11-25,,5096.67,Standard,True,3.1,206,28,44132.91,16018.5,0.36296043020956464,18,7,3,18,31,13,7,26,9,29,13,32,68,82,56
160773,Quebec,female,Bachelor,Rural,72608.0,Married,Aurora,2018-11-25,,6521.37,Standard,True,3.1,249,59,49938.66,0.0,0.0,10,26,20,11,22,15,41,30,32,5,24,13,83,98,68
527773,Saskatchewan,female,High School or Below,Urban,20978.0,Married,Nova,2018-11-25,,3508.57,Standard,True,3.1,101,21,30314.3,0.0,0.0,7,0,3,11,0,1,9,22,7,0,7,34,17,21,63
602783,New Brunswick,female,Bachelor,Rural,58300.0,Married,Nova,2018-11-25,,3758.95,Standard,True,3.1,172,48,38890.55,10736.0,0.2760567798604031,1,6,8,8,12,17,25,15,25,20,21,14,49,59,64
731238,British Columbia,male,Bachelor,Suburban,79619.0,Married,Nova,2018-11-25,,5544.91,Standard,True,3.1,142,55,51321.44,13740.8,0.26773995429590436,3,11,14,7,22,21,26,6,13,3,6,10,24,32,86
306880,Saskatchewan,male,College,Urban,40297.4,Married,Star,2018-11-25,,2382.67,Standard,True,3.1,118,32,26690.57,0.0,0.0,13,15,9,14,0,4,5,17,0,3,10,28,27,34,57
184976,Quebec,male,College,Suburban,34083.0,Single,Star,2018-11-25,,4490.55,Standard,True,3.1,277,78,47169.48,30744.2,0.6517816181140856,14,17,15,33,28,33,16,46,4,20,11,40,81,95,101
172059,Manitoba,male,Bachelor,Urban,37751.0,Single,Star,2018-11-25,,7249.07,Standard,True,3.1,177,45,31423.18,11831.9,0.37653413817443043,29,17,11,22,20,0,38,0,20,12,1,7,57,68,52
559622,Ontario,female,Bachelor,Urban,24239.0,Married,Aurora,2018-11-24,,7039.26,Standard,True,3.1,231,23,31061.010000000002,6675.0,0.21489964428072364,2,17,10,2,41,8,36,28,19,12,19,37,74,85,72
950660,British Columbia,male,College,Suburban,54069.2,Divorced,Aurora,2018-11-24,,8007.4,Standard,True,3.1,180,33,47836.12,9224.5,0.19283545571839855,6,3,11,14,10,27,50,12,18,3,13,13,42,53,85
614122,Ontario,female,Bachelor,Suburban,30216.0,Divorced,Star,2018-11-24,,2452.06,Standard,True,3.1,143,44,26331.54,8504.0,0.3229587027572257,2,9,24,30,17,0,20,25,9,0,7,0,44,53,46
675405,Alberta,female,College,Urban,75358.2,Divorced,Aurora,2018-11-23,,8714.92,Standard,True,3.1,263,57,36750.81,20601.7,0.5605781205910836,31,20,30,12,8,0,22,29,31,21,23,36,78,91,94
453136,Ontario,male,Bachelor,Rural,90760.0,Married,Nova,2018-11-23,,4037.5,Standard,True,3.1,228,101,48232.46,14934.8,0.3096420958002142,17,23,15,20,10,28,32,27,8,20,28,0,63,76,89
599341,Quebec,female,Bachelor,Rural,31409.0,Married,Star,2018-11-22,,3891.54,Standard,True,3.1,288,59,70961.8,22000.7,0.310035822090195,16,25,19,10,18,14,40,40,24,28,22,32,98,116,74
571942,British Columbia,female,Bachelor,Rural,45191.0,Married,Nova,2018-11-22,,2745.25,Standard,True,3.1,201,15,36776.55,8652.6,0.23527492383053875,25,9,27,0,27,4,20,28,17,30,3,11,58,72,71
369739,British Columbia,female,Bachelor,Urban,51032.0,Married,Nova,2018-11-22,,3339.85,Standard,True,3.1,238,74,39763.68,14084.7,0.35421017370625657,14,16,20,24,34,0,25,41,13,15,29,7,66,78,94
828988,Alberta,male,Bachelor,Urban,56398.0,Married,Nova,2018-11-22,,6701.57,Standard,True,3.1,222,70,32798.99,4687.3,0.14290988838375818,3,10,28,11,17,45,0,42,17,0,18,31,84,97,41
756892,Ontario,male,Bachelor,Rural,94648.0,Divorced,Star,2018-11-22,,2744.52,Standard,True,3.1,184,53,37479.66,16027.6,0.42763461568221267,11,16,26,15,1,17,14,18,31,2,18,15,65,77,42
972298,Yukon,male,Bachelor,Urban,28558.0,Married,Star,2018-11-22,,8873.2,Standard,True,3.1,178,47,38605.87,10872.0,0.2816152051488543,11,3,26,5,15,11,21,0,16,11,24,35,48,59,71
945765,Manitoba,male,College,Suburban,59832.8,Divorced,Star,2018-11-22,,17497.52,Standard,True,3.1,169,45,37232.61,3463.0,0.09300986420237528,8,0,26,2,33,17,15,25,17,5,10,11,44,53,72
228984,British Columbia,male,Bachelor,Urban,34640.0,Married,Star,2018-11-21,,4530.53,Standard,True,3.1,152,23,41105.11,19656.2,0.4781935871233528,12,20,0,13,0,24,12,3,18,11,16,23,45,54,53
725120,Ontario,male,Bachelor,Suburban,27778.0,Divorced,Aurora,2018-11-21,,12904.94,Standard,True,3.1,203,53,46335.25,16157.8,0.3487150711391435,7,13,7,10,41,18,33,5,43,8,17,1,50,60,93
266516,Ontario,female,College,Urban,41827.6,Single,Nova,2018-11-21,,4633.1,Standard,True,3.1,219,77,48046.26,14458.2,0.30092248595416166,30,3,3,24,22,11,28,48,24,13,4,9,76,91,52
775170,Manitoba,male,Bachelor,Suburban,24571.0,Married,Nova,2018-11-21,,12880.75,Standard,True,3.1,148,49,29237.66,0.0,0.0,3,3,0,0,13,46,54,9,0,19,1,0,42,49,57
496728,British Columbia,female,Bachelor,Suburban,61613.0,Married,Star,2018-11-21,,4825.65,Standard,True,3.1,307,48,39515.98,15426.6,0.39038890089528333,8,13,7,23,35,19,48,20,38,34,24,38,107,125,75
793645,Quebec,female,College,Suburban,49621.0,Divorced,Nova,2018-11-20,,3748.14,Standard,True,3.1,166,68,36948.96,3383.0,0.09155873399413678,4,11,15,19,28,32,7,32,0,5,3,10,61,73,32
390117,Saskatchewan,female,College,Rural,39860.2,Single,Nova,2018-11-20,,8123.02,Standard,True,3.1,179,24,34989.88,19441.7,0.5556378015586222,12,3,28,31,5,11,3,0,31,30,6,19,63,75,41
442458,Ontario,female,Bachelor,Suburban,29462.0,Single,Nova,2018-11-19,,4170.69,Standard,True,3.1,169,63,35563.34,11147.3,0.31344918671868277,15,15,0,8,1,1,30,36,12,26,21,4,42,54,73
265566,Manitoba,female,Bachelor,Suburban,37899.0,Married,Nova,2018-11-19,,14854.2,Standard,True,3.1,173,79,45060.020000000004,17240.6,0.38261412223074903,5,0,3,2,21,38,15,13,36,0,10,30,57,68,48
966953,Ontario,male,Bachelor,Suburban,39794.0,Single,Nova,2018-11-19,,15512.56,Standard,True,3.1,167,64,44451.97,20724.6,0.46622455652696604,27,4,26,25,4,8,20,24,8,1,16,4,43,54,70
747609,British Columbia,male,Bachelor,Rural,86946.0,Married,Star,2018-11-19,,9438.92,Standard,True,3.1,78,21,28376.74,0.0,0.0,1,5,0,11,18,6,9,0,1,0,18,9,14,19,45
630265,Ontario,male,Bachelor,Rural,93011.0,Divorced,Star,2018-11-19,,22643.83,Standard,True,3.1,225,60,41908.05,11617.7,0.27721881595540715,21,22,14,20,16,11,24,14,18,33,27,5,80,95,50
327688,Ontario,male,Bachelor,Rural,81064.0,Single,Nova,2018-11-18,,5328.84,Standard,True,3.1,197,40,37012.39,7398.6,0.19989522427489823,12,6,15,1,31,14,17,0,37,5,27,32,65,79,53
288530,Quebec,female,College,Urban,64236.4,Single,Nova,2018-11-18,,13552.78,Standard,True,3.1,127,6,43416.52,4970.0,0.1144725556078654,4,0,10,15,22,16,0,29,15,0,5,11,24,29,74
551154,Yukon,female,Bachelor,Suburban,86650.0,Single,Star,2018-11-18,,2732.65,Standard,True,3.1,188,40,20781.65,20781.65,1.0,3,20,21,22,26,5,2,0,43,4,9,33,64,77,47
831964,New Brunswick,female,College,Urban,38145.8,Single,Star,2018-11-18,,20294.39,Standard,True,3.1,205,58,42241.85,38307.9,0.9068707928274923,18,0,13,20,22,43,5,11,12,13,21,27,68,80,57
771056,New Brunswick,female,Bachelor,Urban,33799.0,Married,Aurora,2018-11-17,,5791.01,Standard,True,3.1,193,61,45265.5,20154.3,0.4452463796931438,12,11,25,7,1,21,26,1,8,35,3,43,52,63,78
828182,Manitoba,male,Bachelor,Suburban,39895.0,Married,Aurora,2018-11-17,,19253.03,Standard,True,3.1,235,49,45995.64,10754.0,0.23380476932161395,1,2,24,21,33,39,0,22,33,15,17,28,94,109,32
478127,Ontario,female,Bachelor,Suburban,66429.0,Married,Nova,2018-11-17,,5389.5,Standard,True,3.1,168,36,34048.07,8223.2,0.24151736060223092,3,8,0,0,29,41,28,7,0,12,2,38,52,63,53
274211,Prince Edward Island,male,Bachelor,Urban,88370.0,Divorced,Nova,2018-11-17,,5794.1,Standard,True,3.1,158,43,36777.11,7733.0,0.2102666577118213,8,22,13,7,11,15,7,35,3,7,6,24,51,63,44
383147,Ontario,female,Doctor,Urban,15850.0,Married,Nova,2018-11-17,,6945.02,Standard,True,3.1,199,47,46758.78,14405.4,0.3080790388457526,15,0,14,0,28,29,39,14,32,0,13,15,72,83,44
477676,Quebec,male,Doctor,Urban,16181.0,Divorced,Nova,2018-11-17,,13736.13,Standard,True,3.1,247,63,43886.34,23373.3,0.5325871330350173,27,28,22,0,37,32,15,2,24,21,17,22,80,93,74
638253,Quebec,female,Master,Suburban,24910.0,Single,Star,2018-11-17,,2248.45,Standard,True,3.1,252,67,37001.06,15681.9,0.42382299317911437,24,23,18,16,20,29,2,29,29,13,28,21,82,97,73
327163,British Columbia,female,Bachelor,Rural,86834.0,Single,Star,2018-11-17,,5004.14,Standard,True,3.1,179,61,40756.52,10402.5,0.2552352359818748,3,0,3,21,4,37,49,13,20,8,7,14,58,68,53
514145,Ontario,male,Doctor,Urban,25259.0,Married,Star,2018-11-17,,6842.58,Standard,True,3.1,214,45,27743.37,10387.1,0.3743993610004841,22,7,30,0,15,45,33,33,0,3,12,14,54,64,96
997478,Quebec,female,Bachelor,Suburban,71269.0,Married,Star,2018-11-17,,9628.7,Standard,True,3.1,190,33,32926.23,14540.0,0.44159322218182884,23,19,19,13,30,4,13,1,1,13,25,29,58,70,62
655044,Ontario,male,High School or Below,Suburban,23285.0,Married,Aurora,2018-11-16,,4942.63,Standard,True,3.1,121,50,29446.06,14139.8,0.4801932754331139,9,1,10,0,15,0,20,0,16,1,33,16,31,39,51
926494,Quebec,male,Master,Urban,26806.0,Married,Aurora,2018-11-16,,7019.18,Standard,True,3.1,163,39,40212.25,10729.0,0.2668092434519332,1,9,5,18,10,24,13,9,22,11,25,16,37,45,81
542014,Quebec,female,Bachelor,Rural,75453.0,Married,Nova,2018-11-16,,4439.68,Standard,True,3.1,232,61,56186.83,19935.6,0.3548091251989122,0,18,19,13,26,36,14,26,21,17,16,26,77,90,65
479766,Ontario,male,High School or Below,Urban,27231.0,Married,Nova,2018-11-16,,10144.31,Standard,True,3.1,159,61,27863.95,27863.95,1.0,0,13,18,15,20,29,16,11,6,6,19,6,42,50,67
677404,Quebec,female,Doctor,Suburban,23444.0,Married,Aurora,2018-11-15,,22256.69,Standard,True,3.1,154,40,36874.07,6980.6,0.18930918122138404,3,3,20,22,6,30,20,1,30,15,3,1,47,57,50
953693,Quebec,male,College,Rural,41033.8,Single,Aurora,2018-11-15,,26223.81,Standard,True,3.1,199,44,26744.87,13733.9,0.5135153021869241,5,7,22,24,28,20,18,5,29,8,14,19,42,51,106
133518,Ontario,male,College,Rural,41743.6,Single,Nova,2018-11-15,,3623.45,Standard,True,3.1,187,74,43898.47,9620.5,0.21915342379814148,9,14,17,21,21,5,35,35,3,5,9,13,57,67,63
327910,Alberta,male,Bachelor,Urban,71038.0,Married,Nova,2018-11-15,,6847.12,Standard,True,3.1,204,29,31174.49,8284.0,0.26573008892847966,0,18,16,19,4,49,36,0,1,36,11,14,64,75,65
459345,British Columbia,female,High School or Below,Rural,25965.0,Divorced,Star,2018-11-15,,2491.26,Standard,True,3.1,132,39,39025.22,13866.2,0.35531382013989926,0,0,11,4,1,20,14,37,18,15,9,3,34,43,55
573217,British Columbia,female,Bachelor,Suburban,24123.0,Married,Star,2018-11-15,,4087.51,Standard,True,3.1,185,29,43662.73,0.0,0.0,17,0,11,20,17,6,19,38,24,4,7,22,54,64,67
829291,British Columbia,female,Bachelor,Suburban,60986.0,Married,Star,2018-11-15,,5331.74,Standard,True,3.1,204,38,38677.76,14414.1,0.37267153009895093,26,28,31,3,17,32,5,1,13,23,22,3,68,81,55
587800,Saskatchewan,male,College,Urban,57550.8,Single,Star,2018-11-15,,7320.07,Standard,True,3.1,179,28,30517.93,8838.1,0.28960352160189107,0,4,23,25,28,4,55,0,3,23,9,5,59,68,52
563977,Quebec,female,Bachelor,Rural,43922.0,Single,Star,2018-11-15,,26016.53,Standard,True,3.1,121,35,32268.01,0.0,0.0,12,7,0,0,2,6,19,4,0,9,16,46,31,37,53
816593,British Columbia,male,College,Rural,63035.8,Single,Star,2018-11-14,,4398.05,Standard,True,3.1,184,60,37454.05,24080.1,0.6429237959579804,0,0,19,15,23,36,4,22,0,34,20,11,59,69,56
140290,Alberta,male,Bachelor,Rural,68205.0,Married,Nova,2018-11-14,,3034.65,Standard,True,3.1,193,38,42518.67,6237.0,0.14668850178051196,19,12,12,0,37,16,4,26,21,19,5,22,46,56,91
179585,Quebec,female,Bachelor,Suburban,80550.0,Married,Nova,2018-11-14,,5392.5,Standard,True,3.1,221,74,33350.31,25353.600000000002,0.7602208195366101,12,17,15,0,26,28,22,31,14,36,9,11,68,81,72
843212,British Columbia,male,Master,Urban,25905.0,Divorced,Star,2018-11-14,,2300.69,Standard,True,3.1,193,55,47788.04,25358.9,0.5306536949412447,25,16,11,0,0,23,22,17,11,35,17,16,64,76,53
280641,Quebec,female,College,Suburban,29355.0,Married,Star,2018-11-14,,2396.22,Standard,True,3.1,247,62,61658.32,7499.3,0.12162673261288988,35,24,33,14,0,26,43,5,16,9,11,31,78,94,75
154680,British Columbia,female,College,Urban,47819.4,Single,Star,2018-11-14,,2458.56,Standard,True,3.1,168,20,33125.74,7360.6,0.2222018285478302,20,1,19,5,0,34,21,22,20,20,0,6,52,62,54
224661,Quebec,male,College,Suburban,73212.8,Single,Aurora,2018-11-13,,7444.94,Standard,True,3.1,327,67,47372.65,4356.0,0.09195179074845929,26,6,42,33,22,20,48,34,3,27,30,36,92,109,126
868912,Quebec,female,Master,Suburban,27972.0,Married,Star,2018-11-13,,2227.07,Standard,True,3.1,164,40,40123.1,0.0,0.0,15,17,29,22,12,15,24,10,0,10,9,1,46,54,64
597197,Ontario,male,Bachelor,Rural,88264.0,Married,Star,2018-11-13,,2504.91,Standard,True,3.1,148,63,33904.35,25905.3,0.7640700971999168,9,2,4,6,11,18,9,0,3,17,30,39,36,45,67
163757,Ontario,male,Bachelor,Rural,42336.0,Single,Star,2018-11-13,,2756.54,Standard,True,3.1,207,52,38774.31,0.0,0.0,11,8,6,7,13,17,22,35,34,21,17,16,49,57,101
641448,British Columbia,male,Bachelor,Rural,70088.0,Married,Star,2018-11-12,,4462.45,Standard,True,3.1,213,91,42928.32,31061.9,0.7235759517260401,0,7,20,3,8,41,42,26,8,21,5,32,72,86,55
192177,Manitoba,female,Master,Urban,18866.0,Married,Star,2018-11-12,,4873.44,Standard,True,3.1,240,41,34971.94,4974.0,0.14222831218399665,7,20,14,22,0,27,37,39,36,20,5,13,75,89,76
734459,Ontario,male,Bachelor,Rural,39448.0,Married,Aurora,2018-11-12,,7993.0,Standard,True,3.1,163,24,25407.21,15692.1,0.6176238949495045,24,17,22,20,7,11,18,20,10,4,10,0,43,50,70
932973,Manitoba,female,Bachelor,Urban,22946.0,Married,Nova,2018-11-12,,5980.85,Standard,True,3.1,240,62,55626.61,24625.5,0.4426928047565724,15,7,27,35,35,18,41,12,15,4,20,11,77,92,71
793154,British Columbia,female,Bachelor,Urban,30430.0,Single,Nova,2018-11-12,,9707.65,Standard,True,3.1,234,34,48905.9,3931.0,0.0803788499956038,15,8,36,20,45,16,36,0,9,34,12,3,71,85,78
444524,British Columbia,male,Bachelor,Suburban,75329.0,Married,Star,2018-11-12,,2685.43,Standard,True,3.1,215,59,33413.09,16017.0,0.47936302808270653,19,19,27,25,30,0,15,34,0,26,5,15,78,90,47
859176,Quebec,male,Bachelor,Suburban,92722.0,Married,Star,2018-11-12,,2885.41,Standard,True,3.1,129,34,34847.44,19361.0,0.5555931798720365,13,2,5,15,23,20,15,7,0,28,1,0,24,32,73
519300,British Columbia,male,College,Urban,39719.2,Single,Aurora,2018-11-11,,6464.42,Standard,True,3.1,123,33,19975.1,8631.0,0.4320879494971239,0,3,20,12,30,9,19,9,18,0,0,3,41,48,34
979262,Ontario,female,Master,Suburban,21073.0,Divorced,Aurora,2018-11-11,,7805.31,Standard,True,3.1,184,23,46553.85,0.0,0.0,0,0,29,23,17,22,0,16,11,4,19,43,67,79,38
504919,British Columbia,male,Bachelor,Suburban,24414.0,Married,Aurora,2018-11-11,,16525.38,Standard,True,3.1,230,85,32111.81,27237.2,0.8481988402397747,15,11,3,31,17,23,35,46,11,0,21,17,62,75,93
730737,Quebec,male,Doctor,Urban,20392.0,Married,Nova,2018-11-11,,5608.17,Standard,True,3.1,239,64,42873.05,9524.9,0.2221652063475773,3,26,25,4,13,24,6,51,10,19,25,33,77,90,72
723672,Quebec,male,College,Suburban,49071.2,Single,Nova,2018-11-11,,6305.93,Standard,True,3.1,198,23,50230.88,0.0,0.0,0,5,36,3,20,10,25,28,15,15,19,22,73,85,40
609174,Quebec,female,Bachelor,Suburban,24581.0,Married,Nova,2018-11-11,,11923.75,Standard,True,3.1,193,50,34332.44,16375.5,0.4769687211278895,12,11,16,22,11,16,28,34,6,15,8,14,48,56,89
892258,Ontario,male,College,Urban,21995.8,Single,Nova,2018-11-11,,24143.88,Standard,True,3.1,205,30,35225.2,0.0,0.0,18,23,33,11,13,24,15,2,3,23,5,35,57,69,79
817851,Saskatchewan,male,Bachelor,Suburban,48791.0,Married,Star,2018-11-11,,2451.54,Standard,True,3.1,190,53,47394.7,19132.4,0.40368226827050285,20,9,24,18,2,39,22,0,3,8,10,35,63,75,52
446712,New Brunswick,male,Bachelor,Rural,26441.0,Married,Star,2018-11-11,,2647.2,Standard,True,3.1,207,43,42485.01,12837.9,0.3021748141285597,3,20,15,9,32,13,30,34,14,0,3,34,68,79,60
968447,British Columbia,female,Bachelor,Urban,37803.0,Divorced,Star,2018-11-11,,2914.96,Standard,True,3.1,196,30,29023.38,0.0,0.0,10,3,19,2,0,1,53,28,38,19,1,22,60,71,65
699750,British Columbia,male,Bachelor,Rural,44762.0,Married,Star,2018-11-11,,4943.39,Standard,True,3.1,124,49,42967.3,4123.0,0.09595669264766461,13,5,0,11,0,7,25,22,22,8,11,0,35,44,45
595323,Ontario,male,High School or Below,Suburban,16618.0,Single,Star,2018-11-10,,2272.34,Standard,True,3.1,187,46,45492.03,10037.7,0.22064744088140276,24,18,22,10,8,0,22,27,12,7,26,11,59,69,59
469660,Quebec,female,Bachelor,Suburban,26691.0,Married,Star,2018-11-10,,2543.0,Standard,True,3.1,151,44,26639.45,0.0,0.0,8,8,1,16,19,14,34,0,18,21,0,12,36,44,71
867446,Alberta,female,Master,Suburban,10475.0,Married,Star,2018-11-10,,9787.81,Standard,True,3.1,155,25,30736.14,0.0,0.0,0,1,1,17,0,28,10,38,10,9,11,30,56,66,33
679623,British Columbia,female,Doctor,Urban,19851.0,Married,Star,2018-11-10,,11658.6,Standard,True,3.1,273,72,37492.55,30438.6,0.8118572889814109,10,20,10,17,26,24,44,32,29,20,32,9,99,116,58
976700,British Columbia,female,Bachelor,Rural,28014.0,Single,Star,2018-11-10,,11925.72,Standard,True,3.1,136,20,35813.48,4485.0,0.12523217514745844,8,5,9,24,24,5,0,5,3,36,0,17,37,45,54
793384,Quebec,female,Doctor,Rural,14209.0,Married,Aurora,2018-11-09,,18591.55,Standard,True,3.1,236,39,56969.14,5080.6,0.08918161657346417,16,14,17,9,11,26,57,1,27,30,2,26,73,86,77
624935,British Columbia,male,Bachelor,Rural,57394.0,Married,Nova,2018-11-09,,8458.53,Standard,True,3.1,189,32,43654.79,5374.0,0.12310218420475737,11,16,28,26,20,5,8,24,7,12,20,12,48,59,82
915933,Ontario,male,College,Rural,55542.4,Single,Star,2018-11-09,,2652.29,Standard,True,3.1,134,16,28922.170000000002,7533.0,0.2604576350944621,6,3,14,7,16,22,14,20,20,0,11,1,24,29,81
756646,Alberta,male,Bachelor,Urban,85840.0,Married,Aurora,2018-11-08,,8205.39,Standard,True,3.1,205,81,39426.94,5530.9,0.14028225370774397,1,3,6,8,4,29,27,13,25,20,32,37,65,79,61
603407,Ontario,female,Bachelor,Urban,23277.0,Married,Nova,2018-11-08,,2993.12,Standard,True,3.1,199,35,32068.46,13647.8,0.42558326779645794,0,28,0,15,3,41,19,23,17,24,5,24,62,72,65
501602,Ontario,male,College,Urban,42988.4,Single,Nova,2018-11-08,,6600.48,Standard,True,3.1,199,24,33350.15,5891.9,0.17666787105905069,1,10,3,7,0,40,25,44,13,34,22,0,54,63,82
739808,Newfoundland,female,College,Suburban,52496.2,Divorced,Aurora,2018-11-07,,14635.45,2021 Promotion,True,3.2,216,63,51291.3,21457.4,0.41834385168634836,0,7,15,23,0,29,3,39,23,27,13,37,68,82,66
678925,Ontario,male,College,Urban,61479.0,Single,Aurora,2018-11-07,,19606.36,Standard,True,3.2,136,33,27799.58,2675.0,0.0962244753338,18,1,0,3,4,47,14,15,23,11,0,0,26,32,78
628596,Quebec,male,Bachelor,Urban,79065.0,Married,Nova,2018-11-07,,2760.48,Standard,True,3.2,184,30,43202.83,6608.2,0.15295757245532293,18,22,9,9,21,17,20,0,17,27,13,11,50,59,75
990905,Ontario,female,College,Rural,64209.0,Married,Nova,2018-11-07,,2981.88,Standard,True,3.2,225,51,42088.21,33321.9,0.7917157797872612,24,23,1,1,43,32,10,30,1,33,7,20,72,86,67
853438,Ontario,female,College,Suburban,44641.2,Married,Nova,2018-11-07,,22103.51,Standard,True,3.2,137,36,51777.2,7872.0,0.1520360313033536,20,22,0,2,0,17,5,0,16,6,33,16,39,47,51
970092,British Columbia,male,Bachelor,Urban,73601.0,Married,Star,2018-11-07,,2944.18,Standard,True,3.2,175,57,40229.34,8500.0,0.21128857694409106,0,16,9,28,17,5,10,28,1,13,30,18,53,62,60
445432,Ontario,male,Bachelor,Urban,22244.0,Married,Star,2018-11-07,,6686.13,Standard,True,3.2,199,54,42707.43,21756.4,0.5094289213844055,27,30,20,33,16,22,15,6,0,0,19,11,54,65,80
419493,British Columbia,female,Bachelor,Urban,22697.0,Divorced,Star,2018-11-07,,14318.45,Standard,True,3.2,187,51,40904.55,6771.0,0.1655317073528495,0,10,9,22,7,32,36,12,6,14,11,28,54,64,69
740762,Ontario,male,Bachelor,Urban,89642.0,Married,Star,2018-11-06,,4719.45,Standard,True,3.2,250,60,32852.25,13406.7,0.40809077003858185,15,16,14,7,26,51,8,40,18,13,34,8,58,69,123
157816,Ontario,female,Bachelor,Rural,91099.0,Single,Nova,2018-11-06,,8528.29,Standard,True,3.2,177,61,27632.05,14523.9,0.5256178966091911,5,10,14,0,13,40,17,0,0,32,31,15,38,45,94
712426,Manitoba,female,College,Rural,54469.4,Single,Nova,2018-11-06,,18399.83,Standard,True,3.2,223,48,33891.11,6840.0,0.20182283790645983,10,0,40,24,0,22,38,34,13,11,31,0,78,90,55
671383,Nova Scotia,female,College,Rural,55814.0,Single,Star,2018-11-06,,2485.89,Standard,True,3.2,175,38,48935.1,16142.6,0.32987773602179216,29,8,5,7,25,13,16,44,11,6,3,8,48,59,68
301112,Ontario,male,Master,Urban,23376.0,Divorced,Star,2018-11-06,,2867.31,Standard,True,3.2,271,77,44715.9,3397.0,0.07596850337352037,25,13,26,13,33,31,34,6,7,32,24,27,96,111,64
973485,Quebec,female,Bachelor,Urban,70974.0,Married,Star,2018-11-06,,2870.0,Standard,True,3.2,210,61,42386.8,12905.5,0.3044697877641152,29,0,9,12,28,8,13,48,30,0,25,8,62,73,75
605907,British Columbia,male,Bachelor,Rural,60934.0,Married,Star,2018-11-06,,3286.17,Standard,True,3.2,196,63,35760.74,16966.4,0.47444208369289903,5,5,23,11,0,22,58,17,4,15,1,35,57,68,71
677751,Quebec,male,College,Rural,45549.6,Single,Star,2018-11-06,,9384.48,Standard,True,3.2,181,53,35538.04,10942.4,0.30790668252948106,17,15,9,6,12,0,36,32,10,15,9,20,66,78,37
513081,Alberta,female,Bachelor,Rural,90760.0,Married,Star,2018-11-05,,4037.5,Standard,True,3.2,137,61,40211.11,24747.7,0.6154443386417336,10,11,2,11,9,25,4,2,15,11,13,24,39,48,50
384336,Ontario,male,Bachelor,Rural,41832.0,Married,Aurora,2018-11-05,,7942.17,Standard,True,3.2,159,82,50558.72,28304.7,0.5598381446365731,9,1,9,6,19,24,9,17,16,18,6,25,38,50,71
762951,Nova Scotia,female,Bachelor,Urban,92427.0,Married,Star,2018-11-05,,5113.9,Standard,True,3.2,253,50,46768.18,6258.0,0.13380892735188754,2,19,29,27,17,22,26,28,32,3,14,34,81,97,75
200168,British Columbia,female,Bachelor,Rural,51937.0,Married,Star,2018-11-05,,15253.26,Standard,True,3.2,149,19,35103.73,6924.0,0.1972439965781414,22,18,0,0,0,14,2,7,13,24,30,19,27,33,89
557500,Ontario,female,Bachelor,Urban,24188.0,Married,Star,2018-11-04,,4305.81,2021 Promotion,True,3.2,207,53,44632.44,19067.5,0.4272116872839576,4,8,15,3,13,1,19,36,29,11,27,41,61,73,73
452439,British Columbia,male,College,Urban,29163.4,Married,Aurora,2018-11-04,,6032.74,Standard,True,3.2,172,38,40633.37,17034.8,0.4192317792001992,4,10,26,0,26,1,19,34,22,9,18,3,62,74,36
116735,British Columbia,male,Bachelor,Suburban,82320.0,Married,Aurora,2018-11-04,,27443.47,Standard,True,3.2,208,73,38276.36,17649.9,0.4611175148316089,16,5,14,3,9,15,23,19,39,16,13,36,55,66,87
